Term,Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
Fall,HI173,A,4,MW, 9:00am- 9:50am,"History of Latin America, 1491 to 1900 (See LA173)",H,I , ,0, , ,Fallaw     
Fall,HI183,A,4,TR, 8:00am- 9:15am,History of the Premodern Middle  East,H,I ,MILL 014,17,40,14,Turner     
Fall,HI224,A,4,TR, 2:30pm- 3:45pm,"Germany and Europe, 1871-1945",H,I ,MILL 014,18,30,5,Hollander  
Fall,HI231,A,4,MWF, 9:00am- 9:50am,American Women's History to 1870,H,U ,MILL 257,4,30,0,Leonard    
Fall,HI233,A,4,WF, 1:00pm- 2:15pm,Native Americans to 1850,H,U ,LOVE 215,26,30,8,"Reardon, E "
Fall,HI239,A,4,MWF,11:00am-11:50am,The Era of the Civil War,H,U ,LOVE 318,18,20,0,Leonard    
Fall,HI245,A,4,TR, 9:30am-10:45am,"Science, Race, and Gender",N,U ,LOVE 100,47,30,0,Josephson  
Fall,HI247,A,4,TR, 2:30pm- 3:45pm,"African-American History, from Slavery to Freedom",H,U ,LOVE 213,14,30,5,Weisbrot   
Fall,HI248,A,4,TR,11:00am-12:15pm,"Nuclear Visions, Environmental Realities",H,I ,LOVE 213,31,30,0,Josephson  
Fall,HI276,A,4,TR, 9:30am-10:45am,Patterns and Processes in World History,H, ,LOVE 213,31,30,7,Duff       
Fall,HI276,B,4,TR, 1:00pm- 2:15pm,Patterns and Processes in World History,H, ,MILL 014,33,30,11,vanderMeer 
Fall,HI277,A,4,MWF,12:00n -12:50pm,The Maya (See LA277),H,I , ,0, , ,Fallaw     
Fall,HI297A,A,4,MW, 1:00pm- 2:15pm,Modern Japan,H, ,MILL 014,8,30,8,Shmagin    
Fall,HI297B,A,4,TR, 1:00pm- 2:15pm,Introduction to African History to 1800,H,I ,MILL 257,15,20,0,Duff       
Fall,HI328,A,4,T, 7:00pm- 9:30pm,Daily Life Under Putin,H, ,MILL 008,14,20,0,Josephson  
Fall,HI338,A,4,M, 1:00pm- 3:30pm,History in Reverse: Backwards through the Records from Now to Then,H, ,MILL 257,6,20,0,Leonard    
Fall,HI397,A,4,WF,11:00am-12:15pm,U.S. Environmental History,, ,MILL 257,7,20,0,"Reardon, E "
Fall,HI397B,A,4,TR,11:00am-12:15pm,"Violence, Atrocity, and Trauma: Europe, 1914-1945",H, ,MILL 257,9,20,0,Hollander  
Fall,HI414,A,4,W, 1:00pm- 3:30pm,"Research Seminar: History of Fear in Europe, 1300-1900",H, ,MILL 319,16,15,0,"Taylor, L  "
Fall,IS138,A,8,TR, 9:30am-10:45am,"New World Disorder: America between the Wars, 1919-1939",Multiple;<br>see<br>course<br>description, ,DIAM 221,0,16, ,Stubbs      Weisbrot   
Fall,IS138,A,8,TR,11:00am-12:15pm,"New World Disorder: America between the Wars, 1919-1939",Multiple;<br>see<br>course<br>description, ,DIAM 221,0,16, ,Stubbs      Weisbrot   
Fall,IS147,A,10,MW,11:00am-12:15pm,"Body, Mind, Human Kind",Multiple;<br>see<br>course<br>description, ,RUNN 203,0,16, ,Klepach    Kloppenbrg  
Fall,IS147,A,10,TR,11:00am-12:15pm,"Body, Mind, Human Kind",Multiple;<br>see<br>course<br>description, ,DIAM 242,0,16, ,Klepach    Kloppenbrg  
Fall,IS147,A,10,T, 1:00pm- 3:50pm,"Body, Mind, Human Kind",Multiple;<br>see<br>course<br>description, ,RUNN 201,0,16, ,Klepach    Kloppenbrg  
Fall,IS147,A,10,R, 1:00pm- 3:50pm,"Body, Mind, Human Kind",Multiple;<br>see<br>course<br>description, ,AREY 205,0,16, ,Klepach    Kloppenbrg  
Fall,IS149,A,12,MWF,10:00am-10:50am,Utopia and Dystopia,Multiple;<br>see<br>course<br>description, ,DIAM 241,0,16, ,"Babik      Meredith,J Reisert     "
Fall,IS149,A,12,TR, 1:00pm- 2:15pm,Utopia and Dystopia,Multiple;<br>see<br>course<br>description, ,DIAM 344,0,16, ,"Babik      Meredith,J Reisert     "
Fall,IS149,A,12,TR, 2:30pm- 3:45pm,Utopia and Dystopia,Multiple;<br>see<br>course<br>description, ,DIAM 344,0,16, ,"Babik      Meredith,J Reisert     "
Fall,IT125,A,4,MTWF, 9:00am- 9:50am,Italian I,, ,LOVE 212,15,20,10,Ferrando   
Fall,IT125,B,4,MTWF,10:00am-10:50am,Italian I,, ,LOVE 212,16,20,10,Ferrando   
Fall,IT127,A,4,MTWR,10:00am-10:50am,Italian III,, ,LOVE 202,15,20,10,"Rizzo, G   "
Fall,IT127,B,4,MTWR,11:00am-11:50am,Italian III,, ,LOVE 202,14,20,10,"Rizzo, G   "
Fall,IT235,A,1,T, 3:00pm- 3:50pm,Italian Conversation,, ,LOVE 212,8,20, ,Parodi     
Fall,IT297,A,4,W, 1:00pm- 3:30pm,Nature in Italian Literature and Film (in English),L, ,ALCM 205,8,15,0,Ferrando   
Fall,JA125,A,5,MTWRF, 8:00am- 8:50am,Elementary Japanese I,, ,LOVE 203,16,20, ,"Yoshida, J "
Fall,JA125,B,5,MTWRF, 9:00am- 9:50am,Elementary Japanese I,, ,LOVE 203,8,20,4,"Yoshida, J "
Fall,JA127,A,4,MTWR,10:00am-10:50am,Intermediate Japanese I,, ,LOVE 318,9,20,16,Abe        
Fall,JA135,A,1,F,11:00am-11:50am,Conversational Japanese I,, ,LOVE 319,10,20, ,KawashimaM 
Fall,JA135,B,1,F, 1:00pm- 1:50pm,Conversational Japanese I,, ,LOVE 319,12,20, ,KawashimaM 
Fall,JA235,A,1,F,10:00am-10:50am,Conversational Japanese II,, ,LOVE 319,9,20, ,KawashimaM 
Fall,JA321,A,4,MWF, 1:00pm- 1:50pm,Third-Year Japanese,, ,LOVE 211,9,20,8,"Yoshida, J "
Fall,JA335,A,1,,TBA,Conversational Japanese III,, , ,10,20, ,KawashimaM 
Fall,JA421,A,4,TR,11:00am-12:15pm,Fourth Year Japanese,, ,LOVE 423,4,15,1,Abe        
Fall,JS125,A,3,MWR,10:00am-10:50am,Hebrew I,, ,LOVE 344,5,20,16,Isaacs     
Fall,JS127,A,3,MWR,11:00am-11:50am,Hebrew III,, ,LOVE 344,4,20,2,Isaacs     
Fall,JS143,A,4,MW, 2:30pm- 3:45pm,Introduction to the Hebrew Bible/Old Testament (See RE143),L, , ,0, , ,Emanuel    
Fall,JS181,A,4,MW, 1:00pm- 2:15pm,Conceptions of Jews and Judaism (See RE181),H,I , ,0, , ,Freidenrch 
Fall,JS223,A,2,W, 7:00pm- 8:15pm,Religion in the Modern State of Israel (See RE223),, , ,0, , ,Freidenrch 
Fall,JS252,A,4,MW,11:00am-12:15pm,Introduction to Politics of the Middle East (See GO252),, , ,0, , ,Denoeux    
Fall,LA173,A,4,MW, 9:00am- 9:50am,"History of Latin America, 1491 to 1900",H,I ,LOVE 119,35,40,4,Fallaw     
Fall,LA173 D,A,,F, 9:00am- 9:50am,Disc: Hist Latin America,, ,LOVE 318,18,20, ,Fallaw     
Fall,LA173 D,B,,F,10:00am-10:50am,Disc: Hist Latin America,, ,LOVE 318,17,20, ,Fallaw     
Fall,LA236,A,4,WF,11:00am-12:15pm,"Illegal Drugs, Law, and the State (See AY236)",, , ,0, , ,"Tate, W    "
Fall,LA253,A,4,MW, 2:30pm- 3:45pm,Introduction to Latin American Politics (See GO253),, , ,0, , ,Mayka      
Fall,LA277,A,4,MWF,12:00n -12:50pm,The Maya,H,I ,LOVE 318,11,40,12,Fallaw     
Fall,LA365,A,4,W, 1:00pm- 3:30pm,"Space, Place, and Belonging (See AY365)",, , ,0, , ,"Tate, W    "
Fall,LA456,A,4,T, 1:00pm- 3:30pm,Seminar: Civil Society and Social Change in Latin America (See GO456),S,I , ,0, , ,Mayka      
Fall,LA497,A,4,M, 7:00pm- 9:30pm,Seminar: Inca Garcilaso de la Vega (See SP497),L, , ,0, , ,Millones   
Fall,LT111,A,4,MTWF,12:00n -12:50pm,Introductory Latin,, ,LOVE 202,18,20,12,Gillum     
Fall,LT131,A,4,MW, 2:30pm- 3:45pm,Introduction to Latin Literature,L, ,LOVE 213,14,20,0,O'Neill    
Fall,LT297,A,4,MW, 2:30pm- 3:45pm,Seneca's <I>Medea</I>,, ,LOVE 213,8,20,15,O'Neill    
Fall,MA121,A,4,MTWF, 9:00am- 9:50am,Single-Variable Calculus,Q, ,KEYE 102,28,28,7,"Keller, A  "
Fall,MA121,B,4,MTWF,10:00am-10:50am,Single-Variable Calculus,Q, ,KEYE 102,28,28,7,"Keller, A  "
Fall,MA121,C1,4,MTWF,11:00am-11:50am,Single-Variable Calculus,Q, ,MUDD 405,24,28,13,Melvin     
Fall,MA121,C2,4,MTWF,11:00am-11:50am,Single-Variable Calculus,Q, ,LOVE 208,23,28,13,Mathes     
Fall,MA121,D1,4,MTWF,12:00n -12:50pm,Single-Variable Calculus,Q, ,MUDD 405,28,28,13,Welch      
Fall,MA121,D2,4,MTWF,12:00n -12:50pm,Single-Variable Calculus,Q, ,LOVE 303,26,28,7,"Keller, A  "
Fall,MA121,E,4,MTWF, 1:00pm- 1:50pm,Single-Variable Calculus,Q, ,LOVE 213,26,28,13,Melvin     
Fall,MA121,F,4,MTWF, 2:30pm- 3:20pm,Single-Variable Calculus,Q, ,DAVI 201,26,28,13,Welch      
Fall,MA122,A,4,MTWF, 8:00am- 8:50am,Series and Multi-variable Calculus,Q, ,LOVE 103,25,28,13,Randles    
Fall,MA122,B,4,MTWF, 9:00am- 9:50am,Series and Multi-variable Calculus,Q, ,LOVE 103,20,28,13,Randles    
Fall,MA122,C,4,MTWF,10:00am-10:50am,Series and Multi-variable Calculus,Q, ,MUDD 405,19,28,11,Melvin     
Fall,MA122,D,4,MTWF,11:00am-11:50am,Series and Multi-variable Calculus,Q, ,LOVE 103,28,28,13,Youngs     
Fall,MA122,E1,4,MTWF,12:00n -12:50pm,Series and Multi-variable Calculus,Q, ,KEYE 102,25,28,13,Gouvea     
Fall,MA122,E2,4,MWF,12:00n -12:50pm,Series and Multi-variable Calculus,Q, ,DAVI 201,19,28,13,Livshits   
Fall,MA122,E2,4,T,12:00n -12:50pm,Series and Multi-variable Calculus,Q, ,DAVI 201,19,28,13,Livshits   
Fall,MA122,F,4,MTWF, 2:30pm- 3:20pm,Series and Multi-variable Calculus,Q, ,MUDD 405,14,28,13,Livshits   
Fall,MA161,A,4,MTWF,12:00n -12:50pm,Honors Calculus I,Q, ,MILL 014,16,75,12,Mathes     
Fall,MA253,A,4,MWF,10:00am-10:50am,Linear Algebra,, ,DAVI 301,24,28,16,Livshits   
Fall,MA262,A,4,MWF,11:00am-11:50am,Vector Calculus,, ,KEYE 102,33,28,9,Bretscher  
Fall,MA274,A,4,MWF,10:00am-10:50am,Mathematical Reasoning,W2, ,LOVE 205,22,24,16,"Taylor, Sc "
Fall,MA311,A,4,MWF,12:00n -12:50pm,Ordinary Differential Equations,, ,LOVE 208,27,28,12,Randles    
Fall,MA331,A,4,MWF,11:00am-11:50am,Topology,, ,DAVI 217,8,28,2,"Taylor, Sc "
Fall,MA333,A,4,MWF, 1:00pm- 1:50pm,Abstract Algebra,, ,DAVI 217,12,28,8,Youngs     
Fall,MA381,A,4,MWF,10:00am-10:50am,Probability,, ,LOVE 208,25,28,16,Gouvea     
Fall,MA381,B,4,MWF, 1:00pm- 1:50pm,Probability,, ,KEYE 102,18,28,16,Gouvea     
Fall,ML121,A,3,MWF,10:00am-10:50am,Elementary Modern Standard Arabic I-A,, ,LOVE 301,7,15,16,Chatti     
Fall,ML123,A,3,MWF, 3:00pm- 3:50pm,Elementary Modern Standard Arabic II-A,, ,LOVE 450,2,15,13,Chatti     
Fall,MU091,0,,,TBA,Music Lessons: Noncredit or JP,, , ,0,20, ,With Whom? 
Fall,MU093,A,,M, 7:00pm-10:00pm,"Applied Music: Ensemble, Noncredit (Orchestra)",, ,BIXL 219,14,25, ,Park       
Fall,MU093,B,,M, 4:00pm- 6:00pm,"Applied Music: Ensemble, Noncredit (Chorale)",, ,BIXL 178,7,25, ,Perry      
Fall,MU093,B,,T, 7:00pm- 9:00pm,"Applied Music: Ensemble, Noncredit (Chorale)",, ,BIXL 178,7,25, ,Perry      
Fall,MU093,C,,W, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Collegium)",, ,BIXL 178,3,25, ,Perry      
Fall,MU093,D,,W, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Wind Ensemble)",, ,BIXL 219,4,25, ,"Thomas, E  "
Fall,MU093,E,,R, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Jazz Band)",, ,BIXL 219,5,25, ,"Thomas, E  "
Fall,MU093,F,,T, 7:00pm-10:00pm,"Applied Music: Ensemble, Noncredit (African Drumming)",, ,BIXL 154,4,25, ,Benissan   
Fall,MU093,G,,,TBA,"Applied Music: Ensemble, Noncredit (Flute Choir)",, , ,2,25, ,Rabata     
Fall,MU093,G1,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Chamber Ensemble)",, , ,1,25, ,Rabata     
Fall,MU093,H,,,TBA,"Applied Music: Ensemble, Noncredit (Guitar Ensemble)",, , ,2,25, ,Leighton   
Fall,MU093,I,,,TBA,"Applied Music: Ensemble, Noncredit (String Ensemble)",, , ,0,25, ,Park       
Fall,MU093,J,,,TBA,"Applied Music: Ensemble, Noncredit (Guitar Ensemble)",, , ,0,25, ,Dimow      
Fall,MU093,K,,,TBA,"Applied Music: Ensemble, Noncredit (Trumpet Ensemble)",, , ,0,25, ,Whitener   
Fall,MU093,L,,,TBA,"Applied Music: Ensemble, Noncredit (Piano Ensemble)",, , ,0,25, ,Funahashi  
Fall,MU093,L1,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Chamber Ensemble)",, , ,3,25, ,Funahashi  
Fall,MU093,M,,T, 4:00pm- 5:00pm,"Applied Music: Ensemble, Noncredit (Music Scenes Ensemble)",, , ,0,25, ,"Morris, J  "
Fall,MU093,O,,,TBA,"Applied Music: Ensemble, Noncredit (Chamber Ensemble)",, , ,6,25, ,"Thomas, E  "
Fall,MU120,A,4,TR, 9:30am-10:45am,Exploring Music and Gender,"A,W1", ,BIXL 102,15,16, ,Zelensky   
Fall,MU153,A,4,MW,11:00am-12:15pm,Introduction to Music Theory through Composition,A, ,BIXL 226,12,20,0,Hallstrom  
Fall,MU181,A,4,MWF, 9:00am- 9:50am,Music Theory I,A, ,BIXL 226,10,20,1,Saunders   
Fall,MU181,B,4,TR, 9:30am-10:45am,Music Theory I,A, ,BIXL 226,11,20,0,Hallstrom  
Fall,MU181,C,4,TR,11:00am-12:15pm,Music Theory I,A, ,BIXL 150,15,20,0,Nuss       
Fall,MU191,0,1 to 2,,TBA,Music Lessons: Credit,, , ,0,20, ,With Whom? 
Fall,MU193,A,1,M, 7:00pm-10:00pm,Applied Music: Ensemble for Credit (Orchestra),, ,BIXL 219,11,25, ,Park       
Fall,MU193,B,1,M, 4:00pm- 6:00pm,Applied Music: Ensemble for Credit (Chorale),, ,BIXL 178,4,25, ,Perry      
Fall,MU193,B,1,T, 7:00pm- 9:00pm,Applied Music: Ensemble for Credit (Chorale),, ,BIXL 178,4,25, ,Perry      
Fall,MU193,C,1,W, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Collegium),, ,BIXL 178,8,25, ,Perry      
Fall,MU193,D,1,W, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Wind Ensemble),, ,BIXL 219,2,25, ,"Thomas, E  "
Fall,MU193,E,1,R, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Jazz Band),, ,BIXL 219,7,25, ,"Thomas, E  "
Fall,MU193,F,1,T, 7:00pm-10:00pm,Applied Music: Ensemble for Credit (African Drumming),, ,BIXL 154,0,25, ,Benissan   
Fall,MU193,G,1,,TBA,Applied Music: Ensemble for Credit (Flute Choir),, , ,0,25, ,Rabata     
Fall,MU193,G1,1,,TBA,Applied Music: Ensemble for Credit (Mixed Chamber Ensemble),, , ,2,25, ,Rabata     
Fall,MU193,H,1,,TBA,Applied Music: Ensemble for Credit (Guitar Ensemble),, , ,7,25, ,Leighton   
Fall,MU193,I,1,,TBA,Applied Music: Ensemble for Credit (String Ensemble),, , ,0,25, ,Albert     
Fall,MU193,J,1,,TBA,Applied Music: Ensemble for Credit (Guitar Ensemble),, , ,0,25, ,Dimow      
Fall,MU193,K,1,,TBA,Applied Music: Ensemble for Credit (Trumpet Ensemble),, , ,0,25, ,Whitener   
Fall,MU193,L,1,,TBA,Applied Music: Ensemble for Credit (Piano Ensemble),, , ,0,25, ,Funahashi  
Fall,MU193,L1,1,,TBA,Applied Music: Ensemble for Credit (Mixed Chamber Ensemble),, , ,4,25, ,Funahashi  
Fall,MU193,M,1,T, 4:00pm- 5:00pm,Applied Music: Ensemble for Credit (Musical Scenes Ensemble),, , ,0,25, ,"Morris, J  "
Fall,MU193,O,1,,TBA,Applied Music: Ensemble for Credit (Chamber Ensemble),, , ,6,25, ,"Thomas, E  "
Fall,MU241,A,4,MW, 2:30pm- 3:45pm,Music History I: Middle Ages to the Early Baroque Period,, ,BIXL 226,9,20,15,Saunders   
Fall,MU252,A,4,TR, 1:00pm- 2:15pm,Introduction to World Music,A,I ,BIXL 178,26,25,9,Zelensky   
Fall,MU275,A,4,MW, 2:30pm- 3:45pm,"Cultured Tough Guys: Samurai Devotion, Music, Poetry, and Art",A,I ,LORI CHAP,19,30,15,Nuss       
Fall,PH117,A,4,MWF, 9:00am- 9:50am,How Things Work,N, ,MUDD 311,21,24,4,Chakdar    
Fall,PH141,A,4,MWF,11:00am-11:50am,Foundations of Mechanics,"N,Lb", ,KEYE 105,44,48,3,McCoy      
Fall,PH141,B,4,MWF,12:00n -12:50pm,Foundations of Mechanics,"N,Lb", ,KEYE 105,43,48,3,McCoy      
Fall,PH141 D,A,,W, 1:00pm- 1:50pm,Disc:Foundations of Mechanics,, ,MUDD 311,26,24, ,Lessard    
Fall,PH141 D,B,,W, 2:30pm- 3:20pm,Disc:Foundations of Mechanics,, ,MUDD 311,17,24, ,Lessard    
Fall,PH141 D,C,,R, 1:00pm- 1:50pm,Disc:Foundations of Mechanics,, ,MUDD 311,22,24, ,Lessard    
Fall,PH141 D,D,,R, 2:30pm- 3:20pm,Disc:Foundations of Mechanics,, ,MUDD 311,22,24, ,Lessard    
Fall,PH141 L,A,,M, 2:00pm- 4:50pm,Lab: Foundations of Mechanics,, ,MUDD 322,17,18, ,Lessard    
Fall,PH141 L,B,,T, 8:00am-10:50am,Lab: Foundations of Mechanics,, ,MUDD 322,11,18, ,Lessard    
Fall,PH141 L,C,,W, 2:00pm- 4:50pm,Lab: Foundations of Mechanics,, ,MUDD 322,9,18, ,Goulet     
Fall,PH141 L,D,,R, 9:00am-11:50am,Lab: Foundations of Mechanics,, ,MUDD 322,17,18, ,Lessard    
Fall,PH141 L,E,,R, 2:00pm- 4:50pm,Lab: Foundations of Mechanics,, ,MUDD 322,16,18, ,Chakdar    
Fall,PH141 L,F,,F, 1:00pm- 3:50pm,Lab: Foundations of Mechanics,, ,MUDD 322,17,18, ,Goulet     
Fall,PH143,A,4,MWF,11:00am-11:50am,Honors Physics,"N,Lb", ,MUDD 311,13,24,2,Bluhm      
Fall,PH143,A,4,T, 1:00pm- 1:50pm,Honors Physics,"N,Lb", ,MUDD 311,13,24,2,Bluhm      
Fall,PH143,A,4,T, 2:00pm- 4:50pm,Honors Physics,"N,Lb", ,MUDD 311,13,24,2,Bluhm      
Fall,PH231,A,4,MWF,10:00am-10:50am,Introduction to Astrophysics (See AS231),"N,Lb", , ,0, , ,McGrath    
Fall,PH231,A,4,R, 1:00pm- 3:50pm,Introduction to Astrophysics (See AS231),"N,Lb", , ,0, , ,McGrath    
Fall,PH241,A,4,MWF, 9:00am- 9:50am,Modern Physics I,, ,MUDD 405,34,35,4,Tate       
Fall,PH241,A,4,T, 1:00pm- 1:50pm,Modern Physics I,, ,KEYE 105,34,35,4,Tate       
Fall,PH250,A,4,M, 1:00pm- 2:50pm,Experiments in Modern Physics,, ,KEYE 114,10,12,0,Tate       
Fall,PH250,A,4,W, 1:00pm- 3:50pm,Experiments in Modern Physics,, ,KEYE 114,10,12,0,Tate       
Fall,PH321,A,4,MTRF,12:00n -12:50pm,Electricity and Magnetism,, ,MUDD 311,11,24,12,Kocevski   
Fall,PH335,A,4,MWF, 9:00am- 9:50am,General Relativity and Cosmology,, ,KEYE 103,11,18,4,Bluhm      
Fall,PH335,A,4,T, 9:00am- 9:50am,General Relativity and Cosmology,, ,MUDD 311,11,18,4,Bluhm      
Fall,PH401,A,2,M, 2:30pm- 3:45pm,Senior Physics and Astronomy Seminar,, ,KEYE 105,10,12,0,McCoy      
Fall,PH401,B,2,M, 2:30pm- 3:45pm,Senior Physics and Astronomy Seminar,, ,KEYE 103,8,12,0,Kocevski   
Fall,PH431,A,4,MWRF,11:00am-11:50am,Quantum Mechanics,, ,MUDD 323,8,18,2,Chakdar    
Fall,PL111,A,4,TR, 9:30am-10:45am,Central Philosophical Issues: Self and Society,S, ,LOVE 205,18,30,0,Gordon     
Fall,PL114,A,4,MW, 1:00pm- 2:15pm,Central Philosophical Issues: Nature and God,L, ,LOVE 119,29,30,0,Behuniak   
Fall,PL126,A,4,TR,11:00am-12:15pm,Philosophy and the Environment,, ,LOVE 119,20,25,0,Peterson   
Fall,PL151,A,4,MWF,11:00am-11:50am,Logic and Argumentation,Q, ,LOVE 100,67,75,2,Cohen      
Fall,PL161,A,1,,TBA,Reading Greek Philosophy,, , ,13,15, ,Barrett    Gordon      
Fall,PL231,A,4,TR, 1:00pm- 2:15pm,History of Ancient Greek Philosophy,H, ,LOVE 119,21,25,11,Gordon     
Fall,PL266,A,4,MW, 2:30pm- 3:45pm,Buddhist Philosophy,L, ,LOVE 119,26,25,0,Behuniak   
Fall,PL277,A,1,,TBA,Reuman Reading Group,, , ,14,16, ,Cohen      
Fall,PL297,A,4,TR,11:00am-12:15pm,Philosophy of Sex and Gender,, ,LOVE 246,13,25,0,Switzer    
Fall,PL378,A,4,TR, 9:30am-10:45am,Contemporary Continental Philosophy,, ,LOVE 246,3,18,0,Peterson   
Fall,PL397,A,4,TR, 2:30pm- 3:45pm,Philosophers in Focus: Friedrich Nietzsche,, ,LOVE 246,15,18,0,Switzer    
Fall,PL401,A,,,TBA,Philosophy Colloquium I,, , ,12,18, ,Cohen      Gordon     Peterson    
Fall,PS111,A,4,MWF,10:00am-10:50am,Introduction to Psychology,S, ,LOVE 100,95,90,16,Buccigross Raag       Seto       Sheets     Shipstead   
Fall,PS120C,A,4,MWF, 9:00am- 9:50am,Worlds of Childhood,W1, ,MILL 319,16,16, ,Arterberry 
Fall,PS214,A,4,MW,11:00am-12:15pm,Research Methods and Statistics in Psychology I,Q, ,DAVI 301,34,30,3,Soto       
Fall,PS214,B,4,MW, 2:30pm- 3:45pm,Research Methods and Statistics in Psychology I,Q, ,DAVI 301,32,30,3,Soto       
Fall,PS214 L,A,,R, 1:00pm- 2:15pm,Lab: Research Methods and Statistics I,, ,DAVI 308,22,20, ,"Rogers, R  "
Fall,PS214 L,B,,R, 2:30pm- 3:45pm,Lab: Research Methods and Statistics I,, ,DAVI 308,22,20, ,Shipstead  
Fall,PS214 L,C,,F, 1:00pm- 2:15pm,Lab: Research Methods and Statistics I,, ,DAVI 308,22,20, ,Soto       
Fall,PS232,A,4,TR, 1:00pm- 2:15pm,Cognitive Psychology,, ,DAVI 301,34,30,11,Shipstead  
Fall,PS241,A,4,MW, 2:30pm- 3:45pm,Health Psychology,, ,LOVE 208,21,30,15,Buccigross 
Fall,PS242,A,4,TR,11:00am-12:15pm,Psychoneuroimmunology,, ,DAVI 301,30,30,1,Buccigross 
Fall,PS253,A,4,MWF, 9:00am- 9:50am,Social Psychology,, ,LOVE 208,33,30,13,"Rogers, R  "
Fall,PS254,A,4,MW, 1:00pm- 2:15pm,Abnormal Psychology,, ,DAVI 301,29,30,8,Sheets     
Fall,PS259,A,4,TR, 9:30am-10:45am,Lifespan Development,, ,DAVI 301,36,30,7,Raag       
Fall,PS336,A,4,TR,11:00am-12:15pm,Seminar in Experimental Social Psychology,W3, ,DAVI 307,12,10,1,Seto       
Fall,PS337,A,1,,TBA,Collaborative Research in Social Psychology,, , ,12,10, ,Seto       
Fall,PS347,A,4,MW, 2:30pm- 3:45pm,Seminar in Cognitive Development,W3, ,DAVI 307,11,10,0,Arterberry 
Fall,PS348,A,1,,TBA,Collaborative Research in Cognitive Development,, , ,11,10, ,Arterberry 
Fall,PS349,A,4,MW,11:00am-12:15pm,Seminar in Neural Plasticity and Behavior,W3, ,DAVI 307,12,10,2,Glenn      
Fall,PS350,A,1,R, 1:00pm- 4:00pm,Collaborative Research in Neural Plasticity,, ,DAVI 300,12,10, ,Glenn      
Fall,PS352D,A,4,TR, 9:30am-10:45am,Seminar on Attention and Memory,, ,DAVI 307,9,12,7,Shipstead  
Fall,PS420,A,3,W, 1:00pm- 3:30pm,Senior Integrative Seminar,, ,LOVE 103,16,16,0,Raag       
Fall,PS420,A,3,F, 3:00pm- 4:00pm,Senior Integrative Seminar,, ,DAVI 301,16,16,0,Raag       
Fall,PS420,B,3,W, 7:00pm- 9:30pm,Senior Integrative Seminar,, ,DAVI 301,16,16,0,"Rogers, R  "
Fall,PS420,B,3,F, 3:00pm- 4:00pm,Senior Integrative Seminar,, ,DAVI 301,16,16,0,"Rogers, R  "
Fall,RE136,A,4,TR, 9:30am-10:45am,Introduction to Christianity,H, ,DIAM 323,12,35,7,Harper     
Fall,RE143,A,4,MW, 2:30pm- 3:45pm,Introduction to the Hebrew Bible/Old Testament,L, ,LOVE 215,30,35,15,Emanuel    
Fall,RE181,A,4,MW, 1:00pm- 2:15pm,Conceptions of Jews and Judaism,H,I ,LOVE 344,6,35,1,Freidenrch 
Fall,RE212,A,4,TR, 1:00pm- 2:15pm,"Religions of China, Japan, and Tibet",S, ,LOVE 344,10,30,0,Singh      
Fall,RE223,A,2,W, 7:00pm- 8:15pm,Religion in the Modern State of Israel,, ,LOVE 344,8,13,0,Freidenrch 
Fall,RE244,A,4,MW,11:00am-12:15pm,Anthropology of Religion (See AY244),,I , ,0, , ,Strohl     
Fall,RE256,A,4,TR, 1:00pm- 2:15pm,The African-American Religious Experience,,U ,DIAM 243,7,30,11,Gilkes     
Fall,RE297,A,4,TR,11:00am-12:15pm,Religion and the American Lyric: Poetry and Popular Music,L, ,LOVE 205,8,25,1,Harper     
Fall,RE312,A,4,TR, 2:30pm- 3:45pm,"Global South Asia: Literature, Art, Environment",L,I ,LOVE 344,7,14,0,Singh      
Fall,RE397,A,4,MW,11:00am-12:15pm,The Gendered Bible,, ,LOVE 211,11,13,0,Emanuel    
Fall,RU125,A,4,MTWR, 9:00am- 9:50am,Elementary Russian I,, ,LOVE 450,6,20,10,Ansdell    
Fall,RU127,A,4,MTWR, 9:00am- 9:50am,Intermediate Russian I,, ,LOVE 302,16,20,0,"Parker, Lu "
Fall,RU135,A,1,T, 7:00pm- 7:50pm,Conversation Group,, ,LOVE 423,6,10, ,Nikiforova 
Fall,RU135,B,1,R, 8:00pm- 8:50pm,Conversation Group,, ,LOVE 450,8,10, ,Nikiforova 
Fall,RU237,A,4,MW, 1:00pm- 2:15pm,Devils and Inquisitors: Narrative and Self in the Russian Empire,L, ,LOVE 212,11,20,0,"Parker, Lu "
Fall,RU242,A,4,TR, 2:30pm- 3:45pm,Back to the Future: Recent Russian Cinema (in English),A,I ,LOVE 450,6,20,5,Ansdell    
Fall,RU242,A,4,M, 7:00pm- 9:00pm,Back to the Future: Recent Russian Cinema (in English),A,I ,LOVE 205,6,20,5,Ansdell    
