Term,Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
Fall,AA237,A,4,MW, 1:00pm- 2:15pm,Introduction to the Francophone World: Africa (See FR238),,I , ,0, , ,Niang      
Fall,AA247,A,4,TR, 2:30pm- 3:45pm,"African-American History, from Slavery to Freedom (See HI247)",H,U , ,0, , ,Weisbrot   
Fall,AA252,A,4,TR, 9:30am-10:45am,"Race, Ethnicity, and Society (See SO252)",,U , ,0, , ,Gilkes     
Fall,AA255,A,4,MW,11:00am-12:15pm,Introduction to African Politics (See GO255),S,I , ,0, , ,Seay       
Fall,AA297,A,4,TR, 1:00pm- 2:15pm,Introduction to African History to 1880 (See HI297B),H,I , ,0, , ,Duff       
Fall,AA333,A,4,W, 1:00pm- 3:30pm,Contemporary Theory (See AY333),, , ,0, , ,Bhimull    
Fall,AA344,A,4,M, 1:00pm- 3:30pm,Black Radical Imaginations (See AY344),, , ,0, , ,Bhimull    
Fall,AA352,A,4,MWF,12:00n -12:50pm,Hang and Rattle: The West in the American Imaginary (See EN352),L,U , ,0, , ,Bryant     
Fall,AA355,A,4,T, 7:00pm- 9:30pm,African-American Women and Social Change (See SO355),,U , ,0, , ,Gilkes     
Fall,AA357,A,4,T, 7:00pm- 9:30pm,"Civil Rights, Black Power, and Social Change (See SO357)",S,U , ,0, , ,Gilkes     
Fall,AM171,A,4,MW, 2:30pm- 3:45pm,Introduction to American Studies,,U ,MILL 008,24,24,0,Lisle      
Fall,AM229,A,4,MW,11:00am-12:15pm,"Art, Community, and Ethical Urban Development",, ,ALCM 205,13,10,0,Lisle      
Fall,AM258,A,4,WF, 2:30pm- 3:45pm,American Art 1650-1900 (See AR158),A, , ,0, , ,Sperling   
Fall,AM285,A,4,TR, 9:30am-10:45am,History of Photography (See AR285),A, , ,0, , ,Saltz      
Fall,AM297,A,4,TR, 2:30pm- 3:45pm,Introduction to Asian American Studies,,U ,MILL 241,10,15,5,Fugikawa   
Fall,AM344,A,4,M, 1:00pm- 3:30pm,Black Radical Imaginations (See AY344),, , ,0, , ,Bhimull    
Fall,AM393,A,4,TR, 1:00pm- 2:15pm,Junior Seminar: Theories of Culture,,U ,MILL 253,13,15,0,Saltz      
Fall,AN158,A,3 to 4,TR, 9:30am-10:45am,Greek History,H, ,LOVE 208,26,30,7,Welser     
Fall,AN297,A,4,TR, 1:00pm- 2:15pm,Life in the Ancient City,H, ,LOVE 211,20,30,11,Welser     
Fall,AR101W,A,4,TR, 1:00pm- 2:15pm,Reading Images,W1, ,BIXL 154,15,16, ,Ameri      
Fall,AR111,A,4,TR,11:00am-12:15pm,Introduction to Western Art: Prehistory through the Middle Ages,A, ,BIXL 154,26,25,0,Plesch     
Fall,AR113D,A,3,,TBA,Dijon through its Art and Architecture,A, , ,19, , ,Weiss      
Fall,AR131,A,4,MW, 2:00pm- 3:50pm,Introduction to Studio Art,A, ,BIXL 283,17,16,0,Mitchell   
Fall,AR146S,A,4,,TBA,Cine Esp Hispanoamericano,A, , ,22, , ,Instructor 
Fall,AR158,A,4,WF, 2:30pm- 3:45pm,"American Art, 1650-1900",A, ,BIXL 154,23,25,15,Sperling   
Fall,AR174,A,4,MWF, 9:00am- 9:50am,"East Asian Art and Architecture, 1300 to the Present",A, ,BIXL 154,24,25,4,Weitz      
Fall,AR215,A,4,TR, 2:30pm- 3:45pm,Art and Archaeology of the Ancient Near East and Egypt,A, ,BIXL 154,14,25,5,Ameri      
Fall,AR216,A,4,WF, 1:00pm- 2:15pm,"Facing America: Race and Representation, 1492 to the Present",A,U ,BIXL 154,20,25,0,Sperling   
Fall,AR221,A,4,TR, 9:00am-10:50am,Drawing I,A, ,BIXL 225,13,15,0,"Engman, B  "
Fall,AR228,A,4,MW,11:00am-12:50pm,Print and Digital Media I,, ,BIXL 302,13,15,0,Lilleston  
Fall,AR241,A,4,TR, 2:00pm- 3:50pm,Painting I,, ,BIXL 250,16,16,0,"Engman, B  "
Fall,AR265,A,4,MW, 2:00pm- 3:50pm,Sculpture I: Architecture and Site,, ,BIXL 117,15,16,0,Borthwick  
Fall,AR266,A,4,MW,11:00am-12:50pm,Sculpture II: Artifact and Archive,, ,BIXL 117,9,16,0,Borthwick  
Fall,AR278,A,4,MW,11:00am-12:15pm,19th-Century European Art,A, ,BIXL 154,13,25,0,Harkett    
Fall,AR281,A,4,TR,11:00am-12:50pm,Photography I,, ,BIXL 278,12,12,0,Green      
Fall,AR285,A,4,TR, 9:30am-10:45am,History of Photography,A, ,RUNN 203,14,25,7,Saltz      
Fall,AR328,A,4,MW, 2:00pm- 3:50pm,Print and Digital Media III,, ,BIXL 302,7,15,0,Lilleston  
Fall,AR341,A,4,TR,11:00am-12:50pm,Painting III,, ,BIXL 250,8,16,0,"Engman, B  "
Fall,AR342,A,4,TR,11:00am-12:50pm,Painting IV,, ,BIXL 250,0,16,0,"Engman, B  "
Fall,AR378,A,4,W, 1:00pm- 3:30pm,Chinese Visual Culture,, ,BIXL 102,7,12,0,Weitz      
Fall,AR381,A,4,TR, 2:00pm- 3:50pm,Photography III: Color and Digital Photography,, ,BIXL 278,7,12,0,Green      
Fall,AR382,A,4,TR, 2:00pm- 3:50pm,Photography IV,, ,BIXL 278,3,12,0,Green      
Fall,AR401,A,2,M, 7:00pm- 9:30pm,Studio Art Capstone,, ,BIXL 270,12,15,0,Mitchell   
Fall,AR441,A,4,TR,11:00am-12:50pm,Painting V,, ,BIXL 250,2,16,0,"Engman, B  "
Fall,AR442,A,4,TR,11:00am-12:50pm,Painting VI,, ,BIXL 250,0,16,0,"Engman, B  "
Fall,AR443,A,4,TR,11:00am-12:50pm,Painting VII,, ,BIXL 250,0,16,0,"Engman, B  "
Fall,AR474,A,4,R, 7:00pm- 9:30pm,"Graffiti, Past and Present",, ,BIXL 102,12,12,0,Plesch     
Fall,AR481,A,4,TR, 2:00pm- 3:50pm,Photography V,, ,BIXL 278,0,12,0,Green      
Fall,AR482,A,4,TR, 2:00pm- 3:50pm,Photography VI,, ,BIXL 278,1,12,0,Green      
Fall,AR485,A,4,TR, 2:00pm- 3:50pm,Photography VII,, ,BIXL 278,0,12,0,Green      
Fall,AR494,A,4,M, 1:00pm- 3:30pm,Senior Research Seminar in Art History,W3, ,BIXL 102,8,12,0,Harkett    
Fall,AR546S,A,4,,TBA,Cine Esp Hispanoamericano,, , ,2, , ,Instructor 
Fall,AS231,A,4,MWF,10:00am-10:50am,Introduction to Astrophysics,"N,Lb", ,MUDD 311,14,18,16,McGrath    
Fall,AS231,A,4,R, 1:00pm- 3:50pm,Introduction to Astrophysics,"N,Lb", ,KEYE 114,14,18,16,McGrath    
Fall,AS335,A,4,MTWF, 9:00am- 9:50am,General Relativity and Cosmology (See PH335),, , ,0, , ,Bluhm      
Fall,AY112,A,4,MWF,10:00am-10:50am,Cultural Anthropology,S,I ,DIAM 145,29,30,0,Halvorson  
Fall,AY112,B,4,TR, 9:30am-10:45am,Cultural Anthropology,S,I ,DIAM 145,30,30,7,Menair     
Fall,AY112,C,4,TR,11:00am-12:15pm,Cultural Anthropology,S,I ,DIAM 145,29,30,0,Razsa      
Fall,AY232,A,2,F, 1:00pm- 2:15pm,Oral History Ethnographic Research Lab: Waterville Main Street,, ,DIAM 323,4,10,0,"Tate, W    "
Fall,AY236,A,4,WF,11:00am-12:15pm,"Illegal Drugs, Law, and the State",, ,DIAM 323,19,20,2,"Tate, W    "
Fall,AY244,A,4,MW,11:00am-12:15pm,Anthropology of Religion,,I ,DIAM 241,12,20,2,Strohl     
Fall,AY253,A,4,WF, 1:00pm- 2:15pm,"Goods, Gifts, and Globalizing Consumers (See GS253)",, , ,0, , ,Halvorson  
Fall,AY256,A,4,TR, 2:30pm- 3:45pm,"Land, Food, Culture, and Power",, ,DIAM 343,16,20,0,MillsMaryB 
Fall,AY268,A,4,MW, 1:00pm- 2:15pm,Politics of Satire and Humor in Modern China (See EA268),S,I , ,0, , ,Zhang      
Fall,AY297,A,4,TR, 2:30pm- 3:45pm,Gender Ideologies in Discourse,, ,DIAM 243,4,18,5,Menair     
Fall,AY313,A,4,T, 1:00pm- 3:30pm,Researching Cultural Diversity,, ,DIAM 323,13,15,11,Strohl     
Fall,AY333,A,4,W, 1:00pm- 3:30pm,Contemporary Theory,, ,DIAM 243,11,15,0,Bhimull    
Fall,AY339,A,4,TR,11:00am-12:15pm,Asian Pacific Modernities,, ,DIAM 323,7,15,0,MillsMaryB 
Fall,AY344,A,4,M, 1:00pm- 3:30pm,Black Radical Imaginations,, ,DIAM 323,11,15,0,Bhimull    
Fall,AY365,A,4,W, 1:00pm- 3:30pm,"Space, Place, and Belonging",, ,DIAM 323,9,15,0,"Tate, W    "
Fall,AY457,A,4,T, 7:00pm- 9:30pm,"Insurgent Mobility Lab: Migrants, Activists, the Balkan Route (See GS457)",S,I , ,0, , ,Razsa      
Fall,BC362,A,4,TR, 8:00am- 9:15am,Medical Biochemistry,, ,KEYE 105,26,20,9,Millard    
Fall,BC362 D,A,,F, 8:00am- 8:50am,Disc:Medical Biochemistry,, ,LOVE 119,14,20, ,Millard    
Fall,BC362 D,B,,F, 9:00am- 9:50am,Disc:Medical Biochemistry,, ,LOVE 119,12,20, ,Millard    
Fall,BC367,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell I,, ,KEYE 105,23,36,7,Rice       
Fall,BC367,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell I,, ,AREY 005,23,36,7,Rice       
Fall,BC367 L,A,,T,12:30pm- 4:30pm,Lab: Cell Biochemistry I,, ,KEYE 303,10,12, ,Hepburn    
Fall,BC367 L,B,,W,12:30pm- 4:30pm,Lab: Cell Biochemistry I,, ,KEYE 303,10,12, ,Hepburn    
Fall,BI147,A,4,TR,11:00am-12:15pm,Anatomy and Physiology of Yoga and Mindful Practice,"N,Lb", ,DIAM 242,12,16,1,Klepach    
Fall,BI147,A,4,R, 1:00pm- 3:50pm,Anatomy and Physiology of Yoga and Mindful Practice,"N,Lb", ,AREY 205,12,16,1,Klepach    
Fall,BI163,A,4,MWF, 9:00am- 9:50am,The Cellular Basis of Life,"N,Lb", ,LOVE 100,58,48,4,Tilden     
Fall,BI163,B,4,MWF, 9:00am- 9:50am,The Cellular Basis of Life,"N,Lb", ,OLIN 001,56,48,4,Ahmad      
Fall,BI163,C,4,MWF,11:00am-11:50am,The Cellular Basis of Life,"N,Lb", ,OLIN 001,51,48,2,Martin     
Fall,BI163,D,4,MWF,12:00n -12:50pm,The Cellular Basis of Life,"N,Lb", ,OLIN 001,53,48,12,Peck       
Fall,BI163 L,A1,,M, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 202,15,16, ,Guay       
Fall,BI163 L,A2,,M, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 201,18,16, ,Bade       
Fall,BI163 L,B1,,T, 8:00am-10:50am,Lab:Cell'r Basis of Life,, ,AREY 202,18,16, ,Guay       
Fall,BI163 L,B2,,T, 8:00am-10:50am,Lab:Cell'r Basis of Life,, ,AREY 201,18,16, ,"Graham, S  "
Fall,BI163 L,C1,,T, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 202,19,16, ,Beachy     
Fall,BI163 L,C2,,T, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 201,20,16, ,Bade       
Fall,BI163 L,D1,,W, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 202,17,16, ,Robe       
Fall,BI163 L,D2,,W, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 201,19,16, ,Bade       
Fall,BI163 L,E1,,R, 8:00am-10:50am,Lab:Cell'r Basis of Life,, ,AREY 202,19,16, ,Guay       
Fall,BI163 L,E2,,R, 8:00am-10:50am,Lab:Cell'r Basis of Life,, ,AREY 201,18,16, ,"Graham, S  "
Fall,BI163 L,F1,,R, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 202,18,16, ,Beachy     
Fall,BI163 L,F2,,R, 1:00pm- 3:50pm,Lab:Cell'r Basis of Life,, ,AREY 201,19,16, ,Bade       
Fall,BI227,A,4,TR,11:00am-12:15pm,Cell Biology,, ,OLIN 001,29,32,1,Moloney    
Fall,BI227 L,A,,T, 1:00pm- 4:00pm,Lab: Cell Biology,, ,AREY 305,14,16, ,Moloney    
Fall,BI227 L,B,,W, 1:00pm- 4:00pm,Lab: Cell Biology,, ,AREY 305,15,16, ,Moloney    
Fall,BI237,A,4,MWF, 9:00am- 9:50am,Woody Plants,, ,LOVE 215,23,32,4,"Stone, J.  "
Fall,BI237 L,A,,T, 1:00pm- 3:50pm,Lab: Woody Plants,, ,OLIN 314,15,16, ,"Stone, J.  "
Fall,BI237 L,B,,W, 1:00pm- 3:50pm,Lab: Woody Plants,, ,OLIN 314,8,16, ,"Stone, J.  "
Fall,BI246,A,3,MWF, 9:00am- 9:50am,Parasitology,, ,OLIN 335,11,24,4,Peck       
Fall,BI248,A,4,TR, 9:30am-10:45am,Microbiology,, ,KEYE 103,18,36,7,Childers   
Fall,BI248 L,A,,T, 1:00pm- 4:00pm,Lab: Microbiology,, ,AREY 307,13,18, ,Childers   
Fall,BI248 L,B,,R, 1:00pm- 4:00pm,Lab: Microbiology,, ,AREY 307,5,18, ,Childers   
Fall,BI271,A,4,MWF, 8:00am- 8:50am,Introduction to Ecology,"N,Lb", ,OLIN 001,47,48,13,Becknell   
Fall,BI271,B,4,MWF, 9:00am- 9:50am,Introduction to Ecology,"N,Lb", ,AREY 005,48,48,4,"Moore, C   "
Fall,BI271 L,A1,,T, 1:00pm- 4:50pm,Lab: Intro to Ecology,, ,OLIN 213,16,16, ,Staffiere  
Fall,BI271 L,A2,,T, 1:00pm- 4:50pm,Lab: Intro to Ecology,, ,OLIN 223,16,16, ,Pearson    
Fall,BI271 L,B1,,W, 1:00pm- 4:50pm,Lab: Intro to Ecology,, ,OLIN 213,16,16, ,Staffiere  
Fall,BI271 L,B2,,W, 1:00pm- 4:50pm,Lab: Intro to Ecology,, ,OLIN 223,16,16, ,Pearson    
Fall,BI271 L,C1,,R, 1:00pm- 4:50pm,Lab: Intro to Ecology,, ,OLIN 213,16,16, ,Becknell   
Fall,BI271 L,C2,,R, 1:00pm- 4:50pm,Lab: Intro to Ecology,, ,OLIN 223,15,16, ,"Moore, C   "
Fall,BI274,A,4,MWF,12:00n -12:50pm,Neurobiology,, ,LOVE 100,36,36,12,Ahmad      
Fall,BI274 L,A,,T, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,13,12, ,Chiriboga  
Fall,BI274 L,B,,W, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,12,12, ,Chiriboga  
Fall,BI274 L,C,,R, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,11,12, ,Chiriboga  
Fall,BI278,A,4,MWF,10:00am-10:50am,Genomics,, ,OLIN 335,12,12,16,Noh        
Fall,BI278,A,4,M, 1:00pm- 4:00pm,Genomics,, ,OLIN 314,12,12,16,Noh        
Fall,BI279,A,4,MWF,11:00am-11:50am,Genetics,, ,LOVE 205,21,24,2,van Oers   
Fall,BI279 L,A,,W, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,10,12, ,Angelini   
Fall,BI279 L,B,,R, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,11,12, ,van Oers   
Fall,BI325,A,3,M, 1:00pm- 3:50pm,Advanced Immunology,, ,OLIN 335,5,12,0,Hannum     
Fall,BI332,A,3,TR,11:00am-12:15pm,Developmental Biology,, ,KEYE 103,3,24,1,Angelini   
Fall,BI334,A,4,TR, 9:30am-10:45am,Ornithology,, ,OLIN 001,26,24,6,Wilson     
Fall,BI334 L,A,,T, 1:00pm- 4:00pm,Lab: Ornithology,, ,AREY 207,13,12, ,Wilson     
Fall,BI334 L,B,,W, 1:00pm- 4:00pm,Lab: Ornithology,, ,AREY 207,13,12, ,Wilson     
Fall,BI354,A,3,TR,11:00am-12:15pm,Marine Ecology,, ,OLIN 335,11,18,1,Wilson     
Fall,BI362,A,4,TR, 8:00am- 9:15am,Medical Biochemistry (See BC362),, , ,0, , ,Millard    
Fall,BI367,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell I (See BC367),, , ,0, , ,Rice       
Fall,BI367,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell I (See BC367),, , ,0, , ,Rice       
Fall,BI373,A,3,MWF,11:00am-11:50am,Animal Behavior,, ,MILL 008,20,25,2,Bevier     
Fall,BI374,A,3 to 4,TR, 9:30am-10:45am,Advanced Neurobiology,, ,OLIN 335,11,16,7,Martin     
Fall,BI374 L,A,,M, 1:00pm- 4:00pm,Optional Lab: Advanced Neurobiology,, ,OLIN 332,3,16, ,Martin     
Fall,BI401,A,1,F, 1:00pm- 1:50pm,Biology Seminar (Organisms and Societies),, ,LOVE 302,9,12, ,Noh        
Fall,BI401,B,1,F, 1:00pm- 1:50pm,Biology Seminar (Island Biogeography),, ,OLIN 335,11,12, ,Wilson     
Fall,BI402S,A,,,TBA,Biology Seminar (Integrative Biology-SP19),, , ,0,12, ,Angelini   
Fall,BI402S,B,,,TBA,Biology Seminar (Human Evolution-SP19),, , ,0,12, ,"Stone, J.  "
Fall,BI494,A,5,TR,11:00am-12:15pm,Problems in Environmental Science (See ES494),, , ,0, , ,Bruesewitz Pearson     
Fall,BI494,A,5,TR, 1:00pm- 5:00pm,Problems in Environmental Science (See ES494),, , ,0, , ,Bruesewitz Pearson     
Fall,BI494,B,5,TR,11:00am-12:15pm,Problems in Environmental Science (See ES494),, , ,0, , ,"Countway   Neal, B     "
Fall,BI494,B,5,TR, 1:00pm- 5:00pm,Problems in Environmental Science (See ES494),, , ,0, , ,"Countway   Neal, B     "
Fall,CH115,A,4,MW,11:00am-12:15pm,The Science of Crime,"N,W1", ,KEYE 103,16,16, ,Millard    
Fall,CH121,A,4,MWF,10:00am-10:50am,Earth Systems Chemistry I,"N,Lb", ,MILL 008,28,32,16,Koffman    McKinney    
Fall,CH121 L,A,,W, 1:00pm- 4:00pm,Lab:Earth Systems Chem I,, ,KEYE 409,12,16, ,"McKinney   Sullivan,W  "
Fall,CH121 L,B,,R, 1:00pm- 4:00pm,Lab:Earth Systems Chem I,, ,KEYE 409,16,16, ,"McKinney   Sullivan,W  "
Fall,CH141,A,4,MWF, 9:00am- 9:50am,General Chemistry I,"N,Lb", ,KEYE 105,66,62,17,King       
Fall,CH141,B,4,MWF,10:00am-10:50am,General Chemistry I,"N,Lb", ,KEYE 105,67,62,17,Madison    
Fall,CH141 L,A,,M, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,20,18, ,"Miller, L  "
Fall,CH141 L,B1,,T, 8:00am-10:50am,Laboratory: General Chem,, ,KEYE 405,19,18, ,"Miller, L  "
Fall,CH141 L,B2,,T, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,20,18, ,King       
Fall,CH141 L,C,,W, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,19,18, ,"Miller, L  "
Fall,CH141 L,D1,,R, 8:00am-10:50am,Laboratory: General Chem,, ,KEYE 405,17,18, ,Hepburn    
Fall,CH141 L,D2,,R, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,20,18, ,Hepburn    
Fall,CH141 L,E,,F, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,18,18, ,"Miller, L  "
Fall,CH143,A,1,F, 1:00pm- 3:00pm,Turbo Chemistry,, ,KEYE 103,12,12, ,McKinney   
Fall,CH241,A,4,MWF, 9:00am- 9:50am,Organic Chemistry I,, ,MILL 014,38,40,17,Thamattoor 
Fall,CH241,B,4,MWF,10:00am-10:50am,Organic Chemistry I,, ,MILL 014,42,40,17,Thamattoor 
Fall,CH241 L,A,,M, 1:00pm- 4:45pm,Lab: Organic Chem I,, ,KEYE 305,16,16, ,Katz       
Fall,CH241 L,B,,T, 1:00pm- 4:45pm,Lab: Organic Chem I,, ,KEYE 305,16,16, ,Klinkerch  
Fall,CH241 L,C,,W, 1:00pm- 4:45pm,Lab: Organic Chem I,, ,KEYE 305,14,16, ,Katz       
Fall,CH241 L,D1,,R, 8:00am-11:45am,Lab: Organic Chem I,, ,KEYE 305,10,16, ,Klinkerch  
Fall,CH241 L,D2,,R, 1:00pm- 4:45pm,Lab: Organic Chem I,, ,KEYE 305,16,16, ,Klinkerch  
Fall,CH241 L,E,,F, 1:00pm- 4:45pm,Lab: Organic Chem I,, ,KEYE 305,9,16, ,Klinkerch  
Fall,CH331,A,4,TR, 8:00am- 9:15am,Chemical Methods of Analysis,, ,KEYE 104,5,24,14,King       
Fall,CH331,A,4,R, 1:00pm- 4:50pm,Chemical Methods of Analysis,, ,KEYE 205,5,24,14,King       
Fall,CH341,A,5,MWF,10:00am-10:50am,Physical Chemistry: Thermodynamics and Kinetics,, ,KEYE 103,13,24,16,Drozd      
Fall,CH341,A,5,F, 1:00pm- 1:50pm,Physical Chemistry: Thermodynamics and Kinetics,, ,AREY 005,13,24,16,Drozd      
Fall,CH341 L,A,,M, 1:00pm- 4:50pm,Lab: Physical Chemistry,, ,KEYE 205,4,12, ,Drozd      
Fall,CH341 L,B,,T, 1:00pm- 4:50pm,Lab: Physical Chemistry,, ,KEYE 205,9,12, ,Madison    
Fall,CH362,A,4,TR, 8:00am- 9:15am,Medical Biochemistry (See BC362),, , ,0, , ,Millard    
Fall,CH367,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell I (See BC367),, , ,0, , ,Rice       
Fall,CH367,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell I (See BC367),, , ,0, , ,Rice       
Fall,CH493,A,1,F,11:00am-11:50am,Senior Seminar,, ,DAVI 301,15,30, ,Rice       
Fall,CH493,A,1,F, 3:00pm- 3:50pm,Senior Seminar,, ,KEYE 105,15,30, ,Rice       
Fall,CH493,B,1,F,11:00am-11:50am,Senior Seminar (for Juniors),, ,DAVI 301,0,30, ,Rice       
Fall,CH493,B,1,F, 3:00pm- 3:50pm,Senior Seminar (for Juniors),, ,KEYE 105,0,30, ,Rice       
Fall,CI142,A,4,MW, 2:30pm- 3:45pm,Introduction to Cinema Studies,A, ,AREY 005,23,25,15,Wurtzler   
Fall,CI142,A,4,T, 7:00pm-10:00pm,Introduction to Cinema Studies,A, ,AREY 005,23,25,15,Wurtzler   
Fall,CI242,A,4,TR, 2:30pm- 3:45pm,Back to the Future: Recent Russian Cinema (in English) (See RU242),A,I , ,0, , ,Ansdell    
Fall,CI242,A,4,M, 7:00pm- 9:00pm,Back to the Future: Recent Russian Cinema (in English) (See RU242),A,I , ,0, , ,Ansdell    
Fall,CI245,A,4,TR, 2:30pm- 3:45pm,Documentary Video Production: An Editor's Perspective,, ,LOVE 302,12,12,5,"Murphy, E  "
Fall,CI248,A,4,TR,11:00am-12:15pm,Digital Publishing: Telling Stories Online,A, ,MILL 253,14,15,1,"Murphy, E  "
Fall,CI321C,A,4,MW,11:00am-12:15pm,Topics in Film Theory: Film Noir,, ,MILL 241,7,15,2,Wurtzler   
Fall,CI321C,A,4,M, 7:00pm-10:00pm,Topics in Film Theory: Film Noir,, ,AREY 005,7,15,2,Wurtzler   
Fall,CL161,A,1,,TBA,Reading Greek Philosophy (See PL161),, , ,0, , , 
Fall,CL297,A,4,TR, 1:00pm- 2:15pm,Life in the Ancient City (See AN297),H, , ,0, , ,Welser     
Fall,CN115,A,1,T, 3:00pm- 3:50pm,Conversation and Pronunciation,, ,LOVE 423,9,20, ,Chen       
Fall,CN125,A,5,MTWRF, 9:00am- 9:50am,Elementary Chinese I,, ,LOVE 207,16,20,4,"Wang, F    "
Fall,CN127,A,4,MTWF,10:00am-10:50am,Intermediate Chinese I,, ,LOVE 207,20,25,16,"Wang, F    "
Fall,CN135,A,1,R, 4:00pm- 4:50pm,Chinese Conversation I,, ,LOVE 423,7,20, ,Chen       
Fall,CN235,A,1,W, 4:00pm- 4:50pm,Chinese Conversation II,, ,LOVE 423,3,20, ,Chen       
Fall,CN321,A,4,MWF,11:00am-11:50am,Third-Year Chinese,, ,LOVE 423,9,20,0,"Wang, F    "
Fall,CN430,A,4,TR, 1:00pm- 2:15pm,Contemporary Chinese Society,, ,LOVE 423,9,15,11,Zhang      
Fall,CS151,A,4,MWF,10:00am-10:50am,Computational Thinking: Visual Media,Q, ,LOVE 215,40,48,16,Layton     
Fall,CS151 L,A,,W, 1:00pm- 2:20pm,Lab: Comp Thnkg: Visual,, ,DAVI 102,21,25, ,"Taylor, St "
Fall,CS151 L,B,,R, 2:30pm- 3:50pm,Lab: Comp Thnkg: Visual,, ,DAVI 102,19,25, ,"Taylor, St "
Fall,CS152,A,4,MWF,11:00am-11:50am,Computational Thinking: Science,Q, ,LOVE 213,30,45,2,Codabux    
Fall,CS152 L,A,,W, 2:30pm- 3:50pm,Lab: Comp Thkg: Science,, ,DAVI 102,13,23, ,Aaron      
Fall,CS152 L,B,,R, 1:00pm- 2:20pm,Lab: Comp Thkg: Science,, ,DAVI 102,17,23, ,Aaron      
Fall,CS153,A,4,MWF, 9:00am- 9:50am,Computational Thinking: Smart Systems,Q, ,DIAM 123,18,25,4,"Eaton, C   "
Fall,CS153 L,A,,W, 1:00pm- 2:20pm,Lab: Comp Thkg:Smart Systems,, ,DAVI 122,8,14, ,Maxwell    
Fall,CS153 L,B,,W, 2:30pm- 3:50pm,Lab: Comp Thkg:Smart Systems,, ,DAVI 122,10,14, ,Maxwell    
Fall,CS197,A,1,M, 8:00am- 8:50am,Introduction to <I>R</I>,, ,DAVI 102,4,25, ,Maxwell    
Fall,CS197,B,1,T, 8:00am- 8:50am,Introduction to <I>R</I>,, ,DAVI 102,11,25, ,Maxwell    
Fall,CS197,C,1,W, 8:00am- 8:50am,Introduction to <I>R</I>,, ,DAVI 102,6,25, ,Maxwell    
Fall,CS197,D,1,R, 8:00am- 8:50am,Introduction to <I>R</I>,, ,DAVI 102,5,25, ,Maxwell    
Fall,CS197,E,1,R, 7:00pm- 7:50pm,Introduction to <I>R</I>,, ,DAVI 102,16,25, ,Maxwell    
Fall,CS197,F,1,R, 8:00pm- 8:50pm,Introduction to <I>R</I>,, ,DAVI 102,9,25, ,Maxwell    
Fall,CS231,A,4,MWF, 9:00am- 9:50am,Data Structures and Algorithms,Q, ,LOVE 213,25,30,9,Layton     
Fall,CS231,B,4,MWF,10:00am-10:50am,Data Structures and Algorithms,Q, ,LOVE 213,14,30,9,Codabux    
Fall,CS231 L,A,,M, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,13,20, ,Maxwell    
Fall,CS231 L,B,,M, 2:30pm- 3:50pm,Lab: Data Struct/Algrthm,, ,DAVI 102,8,20, ,Aaron      
Fall,CS231 L,C,,T, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,18,20, ,Aaron      
Fall,CS232,A,4,MWF, 9:00am- 9:50am,Computer Organization,, ,DAVI 117,14,30,6,Maxwell    
Fall,CS232,B,4,MWF,10:00am-10:50am,Computer Organization,, ,DAVI 117,25,25,6,Maxwell    
Fall,CS232 L,A,,M, 1:00pm- 2:20pm,Lab: Computer Org,, ,DAVI 122,14,14, ,"Taylor, St "
Fall,CS232 L,B,,M, 2:30pm- 3:50pm,Lab: Computer Org,, ,DAVI 122,11,14, ,"Taylor, St "
Fall,CS232 L,C,,T, 2:30pm- 3:50pm,Lab: Computer Org,, ,DAVI 122,14,14, ,"Taylor, St "
Fall,CS333,A,4,TR, 9:30am-10:45am,Programming Languages,, ,DAVI 117,15,25,11,"Taylor, St "
